Road_Id,Road_Name,Road_category,Road_Type
1828,M50,TM,Roundabout
1829,M45,TM,Dual carriageway
1830,M40,TM,Slip road
1831,A34,PR,Roundabout
1832,A483,TR,One way street
1833,A5124,PR,Dual carriageway
1834,A4034,PU,Unknown
1835,A5272,PU,Slip road
1836,A5035,PU,Roundabout
1837,A460,PU,Dual carriageway
1838,A4103,PU,Roundabout
1839,A5206,PR,Unknown
1840,A4023,PU,Roundabout
1841,A426,PU,One way street
1842,A521,PR,Slip road
1843,A5011,PR,Single carriageway
1844,A425,PU,Roundabout
1845,A4601,PU,Dual carriageway
1846,A4196,PU,Dual carriageway
1847,A44,PU,One way street
1848,A445,PU,One way street
1849,A450,PR,Slip road
1850,A453,PR,Roundabout
1851,A521,PR,Roundabout
1852,A4041,PU,Roundabout
1853,A4091,PR,Roundabout
1854,A4097,PR,Roundabout
1855,A4538,PR,Unknown
1856,A439,PR,Roundabout
1857,A520,PU,One way street
1858,A4141,PR,One way street
1859,A417,PR,Roundabout
1860,A435,TR,One way street
1861,A443,PR,Dual carriageway
1862,A456,PR,One way street
1863,A528,PR,Dual carriageway
1864,A4168,PU,Dual carriageway
1865,A5006,PU,Roundabout
1866,A463,PU,Slip road
1867,A449,TU,One way street
1868,A459,PU,One way street
1869,A4091,PU,Dual carriageway
1870,A4126,PU,Dual carriageway
1871,A528,PU,One way street
1872,A4536,PR,Dual carriageway
1873,A4092,PU,Dual carriageway
1874,A38,PM,Dual carriageway
1875,A41,PR,One way street
1876,A458,PR,One way street
1877,A531,PR,Dual carriageway
1878,A4037,PU,One way street
1879,A4111,PR,Dual carriageway
1880,A4124,PU,One way street
1881,A5013,PR,One way street
1882,A442,PR,One way street
1883,A4252,PU,Dual carriageway
1884,A4030,PU,Dual carriageway
1885,A444,PU,One way street
1886,A527,PU,One way street
1887,A44,PR,Slip road
1888,A465,PR,Dual carriageway
1889,A466,PR,Dual carriageway
1890,A4033,PU,Dual carriageway
1891,A4034,PU,One way street
1892,A5009,PU,Dual carriageway
1893,A5035,PU,Dual carriageway
1894,A4039,PU,Dual carriageway
1895,M5,TM,Unknown
1896,A5189,PU,Dual carriageway
1897,A4182,PU,One way street
1898,A4030,PU,One way street
1899,A441,PR,Dual carriageway
1900,A491,PR,Roundabout
1901,A441,PR,Roundabout
1902,A4023,PR,Dual carriageway
1903,A4600,PU,Unknown
1904,A529,PR,One way street
1905,A45,PR,Roundabout
1906,A4034,PU,Slip road
1907,M69,TM,One way street
1908,A5271,PU,Roundabout
1909,A5272,PU,Roundabout
1910,A572,PU,Dual carriageway
1911,A53,PU,Slip road
1912,A522,PU,Roundabout
1913,A5064,PR,Dual carriageway
1914,A525,PU,Dual carriageway
1915,A5159,PR,Single carriageway
1916,A53,PR,Slip road
1917,A5006,PU,Dual carriageway
1918,M6(T),TM,Roundabout
1919,M6(T),TM,Single carriageway
1920,M6(T),TM,Dual carriageway
1921,A5005,PR,Dual carriageway
1922,A423,PR,One way street
1923,A4123,PU,Slip road
1924,A5191,PU,One way street
1925,A446,TR,One way street
1926,A457,PU,One way street
1927,A465,PU,One way street
1928,A488,PU,One way street
1929,A519,PR,Unknown
1930,A4600,PU,One way street
1931,A511,PU,Unknown
1932,A5010,PU,Dual carriageway
1933,A521,PU,Unknown
1934,A5206,PU,One way street
1935,A47,PU,One way street
1936,A5192,PU,One way street
1937,A52,PR,One way street
1938,A4103,PU,One way street
1939,A45,PU,Unknown
1940,A417,PR,Dual carriageway
1941,A454,PU,Unknown
1942,A4102,PU,Dual carriageway
1943,A4184,PU,One way street
1944,A435,TR,Slip road
1945,A4033,PU,Unknown
1946,A4390,PR,One way street
1947,A5182,PR,Dual carriageway
1948,A448,PR,Roundabout
1949,A451,PR,Slip road
1950,A511,PU,One way street
1951,A529,PU,Dual carriageway
1952,A5011,PU,One way street
1953,A4169,PU,Slip road
1954,A45,PR,Dual carriageway
1955,A4189,PU,Unknown
1956,A488,PR,One way street
1957,M69,TM,Unknown
1958,A4536,TR,Single carriageway
1959,A523,PU,Roundabout
1960,A4169,PR,One way street
1961,A4189,PU,One way street
1962,M6(T),TM,One way street
1963,A50,TR,One way street
1964,A4071,PU,Dual carriageway
1965,A489,PR,Roundabout
1966,A46,TU,Roundabout
1967,A522,PR,Unknown
1968,A450,PR,One way street
1969,A529,PR,Unknown
1970,A449,TR,Unknown
1971,A51,PU,Unknown
1972,A428,PR,Roundabout
1973,A4111,PR,Unknown
1974,A441,PU,Unknown
1975,A464,PR,Unknown
1976,A41,PR,Unknown
1977,A463,PR,Roundabout
1978,A513,PR,Roundabout
1979,A4104,PR,Roundabout
1980,A4025,PU,Roundabout
1981,A5223,PU,Dual carriageway
1982,A454,PU,Slip road
1983,A523,PU,One way street
1984,M42,TM,Unknown
1985,A49,PR,Roundabout
1986,M45,TM,Unknown
1987,A4177,PR,Roundabout
1988,A4029,PU,Dual carriageway
1989,A4540,PU,Unknown
1990,A4097,PU,One way street
1991,A4148,PU,Slip road
1992,A5112,PU,One way street
1993,A38,PM,One way street
1994,A5011,PU,Dual carriageway
1995,M5,TM,One way street
1996,A5271,PU,One way street
1997,A456,TU,Roundabout
1998,A426,PU,Roundabout
1999,A5011,PR,Dual carriageway
2000,A4390,PR,Dual carriageway
2001,A5195,PR,Single carriageway
2002,A4601,PU,Roundabout
2003,A41,PU,Unknown
2004,A4123,PU,Unknown
2005,A442,PR,Unknown
2006,A445,PR,Roundabout
2007,A4254,PU,Unknown
2008,M40,TM,Unknown
2009,A53,PR,Unknown
2010,A429,PR,Unknown
2011,A490,PR,Roundabout
2012,A4041,PU,One way street
2013,A528,PU,Unknown
2014,A4440,PR,One way street
2015,A438,PR,Slip road
2016,A34,PU,Unknown
2017,A34,PU,Slip road
2018,A4037,PU,Unknown
2019,A4177,PR,Slip road
2020,A5064,PU,One way street
2021,A4252,PU,One way street
2022,A44,PU,Unknown
2023,A435,TR,Unknown
2024,A5009,PU,Slip road
2025,A5013,PU,Dual carriageway
2026,M42,TM,Slip road
2027,A5127,PU,Slip road
2028,A4097,PR,Slip road
2029,A46,TR,Slip road
2030,A425,PU,Slip road
2031,A5,TR,Slip road
2032,A442,PU,Slip road
2033,A45,PU,Slip road
2034,A5148,PR,Dual carriageway
2035,A425,PR,Slip road
2036,A520,PR,Slip road
2037,A4040,PU,Slip road
2038,A4039,PU,Slip road
2039,A465,PR,Unknown
2040,A528,PR,Slip road
2041,A428,PU,Unknown
2042,A4124,PU,Slip road
2043,A3400,PU,Slip road
2044,A441,PR,Slip road
2045,M5,TM,Slip road
2046,A458,PU,Slip road
2047,A5112,PU,Slip road
2048,A50,PU,Slip road
2049,M6,TM,Slip road
2050,A527,PU,Slip road
2051,A38,PR,Slip road
2052,A4600,PR,Roundabout
2053,A465,PR,Slip road
2054,A5192,PR,Roundabout
2055,A428,PR,Slip road
2056,A5011,PR,Slip road
2057,A5159,TR,Single carriageway
2058,A4099,PU,Roundabout
2059,A5195,PR,Roundabout
2060,A5005,PR,Roundabout
2061,A5121,PU,Roundabout
2062,A446,PR,Roundabout
2063,A5112,PU,Roundabout
2064,A446,PU,Single carriageway
2065,A5206,PU,Dual carriageway
2066,A4133,PR,Unknown
2067,A446,PR,Single carriageway
2068,A4184,PU,Unknown
2069,A41,PR,Slip road
2070,A465,PR,Roundabout
2071,A4092,PU,Roundabout
2072,A4440,PR,Slip road
2073,A458,PR,Unknown
2074,A5064,PU,Roundabout
2075,A4117,PR,Roundabout
2076,A446,PU,Roundabout
2077,A466,PR,Roundabout
2078,A5035,PU,One way street
2079,A450,PR,Roundabout
2080,A5,PU,Unknown
2081,A453,PR,Unknown
2082,A4150,PU,Roundabout
2083,A4440,PR,Unknown
2084,A529,PU,Roundabout
2085,A5271,PU,Dual carriageway
2086,A449,PR,One way street
2087,A522,PR,Slip road
2088,A53,PU,Unknown
2089,A456,TR,Slip road
2090,A518,PU,Unknown
2091,A5159,PR,Roundabout
2092,M6(T),TM,Unknown
2093,A4640,PR,Single carriageway
2094,A4640,PU,Single carriageway
2095,A4640,PR,Dual carriageway
2096,A444,PU,Unknown
2097,A4113,PR,Unknown
2098,A4037,PU,Roundabout
2099,A461,PU,Unknown
2100,M50,TM,Unknown
2101,A38,PR,One way street
2102,A442,PU,One way street
2103,A5064,PU,Dual carriageway
2104,A4184,PU,Dual carriageway
2105,A426,PR,Roundabout
2106,A446,PR,Dual carriageway
2107,A5013,PU,Roundabout
2108,A4029,PU,Slip road
2109,A525,PU,Roundabout
2110,A5192,PU,Roundabout
2111,A38,TR,Slip road
2112,A511,PU,Slip road
2113,A5011,PU,Roundabout
2114,M45,TM,One way street
2115,A3400,PR,Slip road
2116,A45,PR,One way street
2117,A4071,PR,Unknown
2118,A511,PR,Dual carriageway
2119,A5121,PR,Dual carriageway
2120,A4097,PR,One way street
2121,A460,PU,One way street
2122,A5206,PR,Dual carriageway
2123,A5192,PR,Dual carriageway
2124,A422,PR,Unknown
2125,A4091,PU,One way street
2126,A5159,PR,Dual carriageway
2127,A4640,PU,Dual carriageway
2128,A49,TU,One way street
2129,A483,TR,Slip road
2130,A5010,PU,Roundabout
2131,A4148,PU,One way street
2132,A4141,PR,Slip road
2133,A451,PR,Unknown
2134,A529,PR,Roundabout
2135,A522,PU,One way street
2136,A5,PU,Roundabout
2137,A452,PR,One way street
2138,A523,PR,Roundabout
2139,A4252,PU,Roundabout
2140,A445,PU,Slip road
2141,A511,PU,Roundabout
2142,A5009,PU,One way street
2143,A4390,PR,Roundabout
2144,A38,TM,Roundabout
2145,A426,PR,One way street
2146,A5013,PR,Roundabout
2147,A435,PR,Roundabout
2148,A465,PU,Slip road
2149,A5206,PU,Roundabout
2150,A38M,PM,Roundabout
2151,A435,PU,Roundabout
2152,A4117,PR,Slip road
2153,A38M,PM,Single carriageway
2154,A483,TR,Roundabout
2155,A4112,PR,Slip road
2156,A4600,PR,One way street
2157,A4444,PU,Roundabout
2158,A521,PU,Slip road
2159,A519,PR,Slip road
2160,A4189,PU,Slip road
2161,A40,TR,Slip road
2162,A4141,PU,Dual carriageway
2163,A456,PU,Slip road
2164,A458,PR,Slip road
2165,A460,PU,Slip road
2166,A462,PR,Slip road
2167,A4031,PU,Slip road
2168,A4133,PR,Slip road
2169,A435,PR,Slip road
2170,A5006,PU,Slip road
2171,A50,TR,Slip road
2172,A44,PU,Slip road
2173,A4390,PR,Slip road
2174,A38M,PM,Dual carriageway
2175,A5124,PR,Roundabout
2176,A5195,PR,Dual carriageway
2177,A5191,PU,Slip road
2178,A515,PR,One way street
2179,A465,PU,Dual carriageway
2180,A4137,PR,Dual carriageway
2181,A4026,PU,Roundabout
2182,A446,PU,Dual carriageway
2183,A457,PU,Slip road
2184,A4097,PU,Roundabout
2185,A500,TU,Slip road
2186,A50,TU,Slip road
2187,A438,PU,Slip road
2188,A5064,PR,Roundabout
2189,M6Toll,TM,Roundabout
2190,M6Toll,TM,Dual carriageway
2191,M6Toll,TM,Single carriageway
2192,M6Toll,TM,Slip road
2193,M6Toll,TM,One way street
2194,A461,PR,One way street
2195,A4189,PR,Roundabout
2196,A4137,PR,One way street
2197,A464,PR,One way street
2198,A500,TR,One way street
2199,A4102,PU,Roundabout
2200,A425,PR,One way street
2201,A519,PU,Dual carriageway
2202,A4536,PR,Roundabout
2203,A5190,PU,One way street
2204,A513,PR,One way street
2205,A4101,PR,Roundabout
2206,A443,PR,Roundabout
2207,A452,TR,Dual carriageway
2208,A4110,PU,One way street
2209,A5007,PU,One way street
2210,A45,PR,Slip road
2211,A429,PU,Slip road
2212,A449,PU,Slip road
2213,A448,PU,Slip road
2214,A5013,PU,Slip road
2215,A5148,PR,Roundabout
2216,A4110,PR,Roundabout
2217,A38M,PM,One way street
2218,A4169,PR,Slip road
2219,A4444,PU,Unknown
2220,A488,PR,Slip road
2221,A443,PU,Unknown
2222,A5010,PU,One way street
2223,A423,PR,Unknown
2224,A38,PR,Unknown
2225,A422,PR,Slip road
2226,A523,PR,Unknown
2227,A52,PR,Slip road
2228,A4535,PU,Slip road
2229,A4026,PU,Dual carriageway
2230,A4025,PR,Roundabout
2231,A5127,PR,Slip road
2232,A5195,PR,One way street
2233,A448,PR,Unknown
2234,A448,PU,One way street
2235,A461,PR,Unknown
2236,A4400,PU,Slip road
2237,A4400,PU,Unknown
2238,M54,TR,Roundabout
2239,M54,TR,Single carriageway
2240,A4510,PR,Single carriageway
2241,A4510,PR,One way street
2242,A5148,TR,Single carriageway
2243,A40,PR,Single carriageway
2244,A40,PR,Roundabout
2245,M4,TM,Roundabout
2246,M4,TM,Single carriageway
2247,A48,PR,Single carriageway
2248,A48,PU,Single carriageway
2249,A55,TR,Single carriageway
2250,A55,TR,Roundabout
2251,A470,TR,Single carriageway
2252,A470,TR,Dual carriageway
2253,A477,TR,Single carriageway
2254,A487,TR,Roundabout
2255,A487,TR,Single carriageway
2256,A487,TU,Single carriageway
2257,A489,TR,Single carriageway
2258,A494,TR,Single carriageway
2259,A494,TR,Unknown
2260,A494,TU,Single carriageway
2261,A4051,PU,Single carriageway
2262,A467,PR,Dual carriageway
2263,A472,PU,Roundabout
2264,A473,PR,Single carriageway
2265,A475,PR,Single carriageway
2266,A476,PU,Single carriageway
2267,A478,PR,Dual carriageway
2268,A478,PR,Single carriageway
2269,A482,PR,Slip road
2270,A484,PR,Single carriageway
2271,A484,PU,Dual carriageway
2272,A485,PR,Single carriageway
2273,A486,PR,Single carriageway
2274,A493,PR,Dual carriageway
2275,A496,PR,Single carriageway
2276,A497,PR,Single carriageway
2277,A499,PR,Roundabout
2278,A539,PU,Single carriageway
2279,A541,PR,Slip road
2280,A542,PR,Single carriageway
2281,A547,PU,Slip road
2282,A548,PU,Single carriageway
2283,A548,PU,Dual carriageway
2284,A548,PR,Roundabout
2285,A4046,PU,Single carriageway
2286,A4048,PU,Single carriageway
2287,A4058,PR,Roundabout
2288,A4059,PR,Roundabout
2289,A4061,PR,Single carriageway
2290,A4061,PU,Single carriageway
2291,A4063,PU,Single carriageway
2292,A4068,PR,Single carriageway
2293,A4069,PR,Single carriageway
2294,A4080,PR,Single carriageway
2295,A4085,PR,Dual carriageway
2296,A4086,PR,Dual carriageway
2297,A4106,PR,Single carriageway
2298,A4119,PU,Single carriageway
2299,A4120,PU,Roundabout
2300,A4139,PR,Dual carriageway
2301,A4139,PR,Single carriageway
2302,A4160,PU,Dual carriageway
2303,A4212,PR,Roundabout
2304,A4222,PR,Roundabout
2305,A4229,PR,Roundabout
2306,A4230,PU,Single carriageway
2307,A5025,PR,Roundabout
2308,A5104,PR,Roundabout
2309,A5152,PU,Dual carriageway
2310,A48,PU,Dual carriageway
2311,A4042,PU,Dual carriageway
2312,A4087,PR,Single carriageway
2313,A547,PU,Single carriageway
2314,M4,TM,Dual carriageway
2315,A44,TR,Single carriageway
2316,A48,PU,One way street
2317,A547,PR,Single carriageway
2318,A465,TR,Slip road
2319,A4054,PR,Single carriageway
2320,A470,TU,Single carriageway
2321,A470,PU,Single carriageway
2322,A479,TR,Single carriageway
2323,A483,PR,Single carriageway
2324,A487,TR,One way street
2325,A5119,PU,Single carriageway
2326,A4042,TR,Single carriageway
2327,A467,PR,Roundabout
2328,A467,PR,Single carriageway
2329,A468,PR,Single carriageway
2330,A469,PU,Single carriageway
2331,A472,PR,Single carriageway
2332,A473,PU,Single carriageway
2333,A481,PR,Dual carriageway
2334,A482,PR,Single carriageway
2335,A493,PR,Single carriageway
2336,A498,PR,Single carriageway
2337,A539,PR,Single carriageway
2338,A539,PR,Roundabout
2339,A541,PR,Single carriageway
2340,A548,PR,Single carriageway
2341,A549,PR,Single carriageway
2342,A550,PR,Single carriageway
2343,A4047,PU,Single carriageway
2344,A4048,PR,Single carriageway
2345,A4054,PU,Single carriageway
2346,A4055,PR,Single carriageway
2347,A4223,PU,Single carriageway
2348,A4066,PR,Single carriageway
2349,A4067,PR,Single carriageway
2350,A4075,PR,Single carriageway
2351,A4076,TU,Roundabout
2352,A4081,PR,Roundabout
2353,A4085,PR,Single carriageway
2354,A4086,PR,Single carriageway
2355,A4093,PR,Single carriageway
2356,A4118,PR,Single carriageway
2357,A4119,PR,Single carriageway
2358,A4136,PR,Single carriageway
2359,A4160,PU,Single carriageway
2360,A4161,PU,Single carriageway
2361,A4058,PU,Single carriageway
2362,A4226,PR,Single carriageway
2363,A5025,PR,Single carriageway
2364,A5026,PU,Single carriageway
2365,A5104,PR,Single carriageway
2366,A5119,PR,Single carriageway
2367,A5152,PU,Single carriageway
2368,A4042,TR,Dual carriageway
2369,A4138,PR,Single carriageway
2370,A48,TM,Single carriageway
2371,A40,TU,Single carriageway
2372,A48,TR,Single carriageway
2373,A477,PR,Single carriageway
2374,A487,PR,Single carriageway
2375,A489,TU,Single carriageway
2376,A474,PU,Single carriageway
2377,A4218,PR,Single carriageway
2378,A484,PU,Single carriageway
2379,A499,PR,Single carriageway
2380,A534,PU,Single carriageway
2381,A543,PR,Single carriageway
2382,A544,PR,Single carriageway
2383,A5104,PU,Single carriageway
2384,A541,PU,Single carriageway
2385,A4043,PR,Single carriageway
2386,A4050,PU,Single carriageway
2387,A4064,PR,Single carriageway
2388,A4065,PU,Single carriageway
2389,A4078,PR,Single carriageway
2390,A4107,PR,Single carriageway
2391,A4109,PR,Single carriageway
2392,A4120,PR,Single carriageway
2393,A4159,PR,Single carriageway
2394,A4216,PU,Single carriageway
2395,A4222,PR,Single carriageway
2396,A5114,PR,Single carriageway
2397,A5118,PR,Single carriageway
2398,A4042,TU,Single carriageway
2399,A4242,PU,Single carriageway
2400,A483,PU,Single carriageway
2401,A483,TU,Single carriageway
2402,A4060,TR,Single carriageway
2403,A474,PR,Single carriageway
2404,A476,PR,Single carriageway
2405,A481,PR,Single carriageway
2406,A546,PU,Single carriageway
2407,A550,TU,Single carriageway
2408,A4046,PR,Single carriageway
2409,A4059,PR,Single carriageway
2410,A4076,TR,Single carriageway
2411,A4077,PR,Single carriageway
2412,A4081,PR,Dual carriageway
2413,A4106,PU,Single carriageway
2414,A4107,PU,Single carriageway
2415,A4118,PU,Single carriageway
2416,A4212,PR,Single carriageway
2417,A4229,PR,Single carriageway
2418,A5151,PR,Single carriageway
2419,A494,TR,Roundabout
2420,A4042,PU,Single carriageway
2421,A455,PU,Single carriageway
2422,A485,PR,Dual carriageway
2423,A541,PR,Dual carriageway
2424,A545,PU,Roundabout
2425,A4051,PR,Single carriageway
2426,A4055,PU,Single carriageway
2427,A4067,PU,One way street
2428,A4079,PR,Single carriageway
2429,A4081,PR,Single carriageway
2430,A4115,PR,Single carriageway
2431,A4219,PR,Single carriageway
2432,A4232,PR,Single carriageway
2433,A48,TU,Single carriageway
2434,A44,TU,Single carriageway
2435,A48,PR,Roundabout
2436,A4076,TU,Single carriageway
2437,A4240,PR,Single carriageway
2438,A4072,PR,Single carriageway
2439,A4055,PU,Dual carriageway
2440,A469,PU,Roundabout
2441,A4049,PU,Dual carriageway
2442,A4067,PU,Single carriageway
2443,A474,PR,Dual carriageway
2444,A4221,PR,Single carriageway
2445,A483,PU,Roundabout
2446,A4217,PU,Dual carriageway
2447,A550,TR,Single carriageway
2448,A545,PR,Single carriageway
2449,A550,PU,Single carriageway
2450,A4119,PU,Dual carriageway
2451,A5108,PR,Dual carriageway
2452,A4215,PR,Single carriageway
2453,A5025,PR,Dual carriageway
2454,A5151,PR,Dual carriageway
2455,A4241,PU,Single carriageway
2456,A4161,PU,Roundabout
2457,A4232,PU,Single carriageway
2458,A486,PR,Dual carriageway
2459,A4243,PR,Single carriageway
2460,A4225,PU,Single carriageway
2461,A4233,PU,Roundabout
2462,A469,PR,Single carriageway
2463,A546,PR,Single carriageway
2464,A546,PU,Roundabout
2465,A468,PU,Single carriageway
2466,A4048,PR,Roundabout
2467,A4063,PR,Single carriageway
2468,A467,PU,Single carriageway
2469,A4054,PR,Dual carriageway
2470,A4119,PR,Roundabout
2471,A475,PR,Dual carriageway
2472,A55,TR,Dual carriageway
2473,A543,PR,Dual carriageway
2474,M48,TM,Single carriageway
2475,A4054,PR,Roundabout
2476,A470,TR,Roundabout
2477,A483,PU,Slip road
2478,A4222,PU,Single carriageway
2479,A4232,PR,Dual carriageway
2480,A4232,PR,Roundabout
2481,A4139,PR,Slip road
2482,A487,PR,Dual carriageway
2483,A4050,PR,Single carriageway
2484,A4087,PU,Single carriageway
2485,A545,PU,Single carriageway
2486,A4226,PU,Single carriageway
2487,A472,PU,Single carriageway
2488,A467,PU,Dual carriageway
2489,A4049,PU,Single carriageway
2490,A4242,PR,Single carriageway
2491,A470,PR,One way street
2492,A5119,PU,Dual carriageway
2493,A549,PU,Single carriageway
2494,A4043,PU,Single carriageway
2495,A4048,PU,Dual carriageway
2496,A4138,PU,Dual carriageway
2497,A476,PR,Slip road
2498,A4054,PU,Dual carriageway
2499,A4059,PU,Single carriageway
2500,A4233,PU,Dual carriageway
2501,A489,PU,Single carriageway
2502,A455,PR,Single carriageway
2503,A473,PU,Roundabout
2504,A4230,PR,Dual carriageway
2505,A474,PU,Dual carriageway
2506,A4233,PR,Dual carriageway
2507,A4061,PU,Slip road
2508,A4061,PR,Dual carriageway
2509,A4233,PR,Slip road
2510,A5152,PR,Roundabout
2511,A5156,PU,Single carriageway
2512,A4240,PU,One way street
2513,A48,PR,Dual carriageway
2514,A473,PU,Dual carriageway
2515,A4233,PU,Single carriageway
2516,A490,PR,One way street
2517,A534,PR,Single carriageway
2518,A4102,PR,Single carriageway
2519,A472,PR,Slip road
2520,A4049,PR,Single carriageway
2521,A469,PU,Dual carriageway
2522,A548,PU,Roundabout
2523,A487,PU,Dual carriageway
2524,A487,PU,Single carriageway
2525,A487,TU,Dual carriageway
2526,A487,TR,Dual carriageway
2527,A543,PR,Roundabout
2528,A4217,PU,Single carriageway
2529,A4214,PU,Single carriageway
2530,A470,PR,Single carriageway
2531,A5026,PR,Single carriageway
2532,A5026,PU,Roundabout
2533,A4143,PU,Dual carriageway
2534,A4234,PU,Single carriageway
2535,A4231,PR,Single carriageway
2536,A4051,PU,Dual carriageway
2537,A496,PR,Roundabout
2538,A539,PU,Dual carriageway
2539,A4068,PR,Roundabout
2540,A4120,PU,Single carriageway
2541,A4160,PU,Roundabout
2542,A48,PR,One way street
2543,A4042,PU,Roundabout
2544,A4087,PR,Roundabout
2545,A477,TR,Dual carriageway
2546,A541,PR,Roundabout
2547,A548,PR,Dual carriageway
2548,A549,PR,Slip road
2549,A4075,PR,Roundabout
2550,A4076,TU,One way street
2551,A4136,PR,Dual carriageway
2552,A5025,PR,One way street
2553,A4138,PR,Roundabout
2554,M4,TM,One way street
2555,A48,TR,Dual carriageway
2556,A479,TR,Dual carriageway
2557,A489,TU,Roundabout
2558,A468,PR,One way street
2559,A484,PR,Dual carriageway
2560,A497,PR,Roundabout
2561,A539,PR,Dual carriageway
2562,A4061,PU,Dual carriageway
2563,A4069,PR,Dual carriageway
2564,A4107,PR,Dual carriageway
2565,A4216,PU,Roundabout
2566,A4230,PU,Dual carriageway
2567,A5104,PR,Dual carriageway
2568,A470,TR,One way street
2569,A547,PR,Roundabout
2570,A48,PU,Roundabout
2571,A483,TU,Dual carriageway
2572,A494,TR,Dual carriageway
2573,A4060,TR,Dual carriageway
2574,A472,PR,Roundabout
2575,A473,PR,Dual carriageway
2576,A482,PR,Dual carriageway
2577,A496,PR,Dual carriageway
2578,A4059,PR,Dual carriageway
2579,A4138,PR,Dual carriageway
2580,A4212,PR,Dual carriageway
2581,A4222,PR,Dual carriageway
2582,M4,TM,Slip road
2583,A4109,PR,Roundabout
2584,A477,TR,Roundabout
2585,A550,PR,Dual carriageway
2586,A4047,PU,Roundabout
2587,A4051,PR,Dual carriageway
2588,A4067,PR,Roundabout
2589,A4080,PR,Roundabout
2590,A4115,PR,Roundabout
2591,A4120,PR,Dual carriageway
2592,A44,TR,Roundabout
2593,A44,TR,Dual carriageway
2594,A4240,PR,Dual carriageway
2595,A474,PR,Roundabout
2596,A4067,PU,Dual carriageway
2597,A476,PR,Dual carriageway
2598,A4107,PU,Roundabout
2599,A485,PR,Roundabout
2600,A541,PU,Dual carriageway
2601,A545,PR,Slip road
2602,A550,PU,Slip road
2603,A4047,PU,Dual carriageway
2604,A550,PR,One way street
2605,A5108,PR,Single carriageway
2606,A4226,PR,Dual carriageway
2607,A40,TU,Roundabout
2608,A4243,PR,Roundabout
2609,A4058,PU,Dual carriageway
2610,A546,PR,Dual carriageway
2611,A458,TR,One way street
2612,A472,PR,Dual carriageway
2613,A465,TR,One way street
2614,A48,TM,Dual carriageway
2615,A4068,PR,Dual carriageway
2616,A475,PR,Roundabout
2617,A478,PR,Slip road
2618,A478,PR,Roundabout
2619,A547,PR,Dual carriageway
2620,A548,PR,Slip road
2621,M48,TM,Roundabout
2622,A4042,TR,Slip road
2623,A4232,PU,Roundabout
2624,A470,PU,Roundabout
2625,A55,TR,Slip road
2626,A5154,PU,Dual carriageway
2627,A5152,PR,Single carriageway
2628,A4064,PR,Roundabout
2629,A474,PU,Roundabout
2630,A4226,PU,Roundabout
2631,A473,PR,Roundabout
2632,A4232,PU,Dual carriageway
2633,A55,TU,Roundabout
2634,A5,PU,One way street
2635,A5119,PR,Dual carriageway
2636,A541,PR,One way street
2637,A4048,PU,One way street
2638,A4059,PU,Dual carriageway
2639,A4059,PU,Roundabout
2640,A4106,PU,Roundabout
2641,A468,PU,Roundabout
2642,A4230,PR,Single carriageway
2643,A4233,PR,Single carriageway
2644,A473,PR,One way street
2645,A4240,PU,Single carriageway
2646,A4119,PR,Slip road
2647,A5152,PU,Roundabout
2648,A4063,PU,Dual carriageway
2649,A4061,PU,Roundabout
2650,A4054,PU,Roundabout
2651,A4049,PR,Roundabout
2652,A547,PU,Roundabout
2653,A487,TR,Slip road
2654,A4217,PU,Roundabout
2655,A4234,PU,Slip road
2656,A470,TR,Slip road
2657,A476,PU,Dual carriageway
2658,A497,PR,Dual carriageway
2659,A4046,PU,Dual carriageway
2660,A4058,PR,One way street
2661,A4063,PU,Roundabout
2662,A4230,PU,One way street
2663,A479,TR,Roundabout
2664,A4055,PR,Roundabout
2665,A4061,PR,One way street
2666,A4093,PR,Dual carriageway
2667,A4136,PR,Slip road
2668,A4161,PU,Dual carriageway
2669,A4042,TR,Roundabout
2670,A48,TR,Roundabout
2671,A470,PU,Dual carriageway
2672,A477,PR,Slip road
2673,A489,TU,Slip road
2674,A494,TR,One way street
2675,A473,PU,Slip road
2676,A486,PR,Slip road
2677,A5104,PU,Slip road
2678,A4050,PU,Dual carriageway
2679,A4078,PR,Unknown
2680,A4080,PR,Dual carriageway
2681,A4109,PR,Dual carriageway
2682,A4216,PU,Dual carriageway
2683,A5118,PR,Dual carriageway
2684,A483,PU,Dual carriageway
2685,A483,TU,Slip road
2686,A494,TR,Slip road
2687,A494,TU,Dual carriageway
2688,A499,PR,Dual carriageway
2689,A542,PR,Dual carriageway
2690,A546,PU,Dual carriageway
2691,A4046,PR,Dual carriageway
2692,A4048,PR,Dual carriageway
2693,A4067,PR,Slip road
2694,A4067,PR,Dual carriageway
2695,A4075,PR,Dual carriageway
2696,A4076,TR,Dual carriageway
2697,A4077,PR,Dual carriageway
2698,A4106,PU,Dual carriageway
2699,A4107,PU,Slip road
2700,A4118,PU,Dual carriageway
2701,A4229,PR,Dual carriageway
2702,A5104,PU,Dual carriageway
2703,A5152,PU,Slip road
2704,A4066,PR,Dual carriageway
2705,A40,TU,Dual carriageway
2706,A486,PR,Roundabout
2707,A4065,PU,Slip road
2708,A4079,PR,Roundabout
2709,A4219,PR,Dual carriageway
2710,A44,TU,Dual carriageway
2711,A483,PR,Roundabout
2712,A4107,PU,Dual carriageway
2713,A550,PR,Roundabout
2714,A4215,PR,Roundabout
2715,A4225,PU,Dual carriageway
